Last_promotion_gsp,Years@Current Mangers,Education,EducationField,Employee_ID,Env_Satisfaction,Gender,HourlyRate,Job_Involvement,JobLevel,JobRole,Job satisfac,Marital Status,Monthly Income,Company Changed,18Yrs,Over Time,PercentSalaryHike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training time spent,Work LifeBalance,Years @company,Years@Current role,BusinessTravel,Dept,Travel_distance,Attrition
0,7,Bachelor,Marketing,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,1,Y,No,14,3,1,80,0,7,5,,7,7,Travel_Rarely,Sales,9,No
0,8,Master,Marketing,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,Travel_Frequently,Sales,26,Yes
11,10,Master,Marketing,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,0,Y,No,12,3,1,80,0,21,3,3,20,8,Travel_Rarely,Sales,15,No
5,10,College,Marketing,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,3,Y,No,14,3,3,80,1,15,4,3,11,8,Travel_Rarely,Sales,2,No
5,7,Master,Marketing,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,1,Y,No,19,3,3,80,2,14,3,3,14,10,Travel_Rarely,Sales,1,No
1,0,Bachelor,Marketing,2023,4,Male,33,3,1,Sales Representative,1,Married,1790,1,Y,No,19,3,1,80,1,1,3,2,1,0,Travel_Frequently,Sales,9,Yes
1,7,Bachelor,Marketing,2035,4,Female,95,2,2,Sales Executive,3,Married,6712,1,Y,No,21,4,4,80,2,8,2,3,8,7,Travel_Rarely,Sales,28,No
11,11,Master,Marketing,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,1,Y,No,24,4,1,80,1,15,4,2,15,12,Non-Travel,Sales,15,No
0,0,Master,Marketing,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,4,Y,No,13,3,1,80,1,8,2,2,6,3,Travel_Rarely,Sales,11,No
2,0,Bachelor,Marketing,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,Travel_Rarely,Sales,28,Yes
9,6,Below College,Marketing,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,0,Y,No,11,3,1,80,1,21,2,2,20,9,Travel_Rarely,Sales,24,No
5,2,Master,Marketing,6239,3,Male,48,3,2,Sales Executive,2,Married,6925,0,Y,No,11,3,4,80,1,10,1,3,9,7,Travel_Rarely,Sales,8,No
3,1,Master,Marketing,6242,2,Female,83,3,5,Manager,1,Single,19047,2,Y,No,12,3,4,80,0,22,1,2,2,2,Travel_Rarely,Sales,2,No
1,2,College,Marketing,6251,1,Male,86,2,1,Sales Representative,3,Married,2783,1,Y,Yes,14,3,3,80,0,3,1,3,3,2,Travel_Rarely,Sales,3,Yes
3,2,Bachelor,Marketing,6253,4,Female,97,3,1,Sales Representative,4,Married,2114,1,Y,No,13,3,1,80,0,2,2,3,2,2,Travel_Rarely,Sales,2,No
9,7,Master,Marketing,6264,2,Male,72,3,2,Sales Executive,3,Single,4668,0,Y,No,20,4,3,80,0,10,1,3,9,5,Non-Travel,Sales,23,No
1,8,Master,Marketing,6266,1,Male,98,3,2,Sales Executive,4,Single,5872,3,Y,Yes,21,4,3,80,0,14,3,3,9,6,Travel_Frequently,Sales,5,No
2,3,Phd,Marketing,6272,2,Female,1000,3,2,Sales Executive,1,Divorced,5554,4,Y,Yes,21,4,3,80,1,9,1,2,4,3,Travel_Rarely,Sales,1,No
1,0,Bachelor,Marketing,6276,3,Female,47,2,2,Sales Executive,4,Married,4257,6,Y,Yes,19,3,3,80,1,5,1,2,2,2,Travel_Rarely,Sales,23,No
3,8,Master,Marketing,6304,3,Male,32,2,2,Sales Executive,1,Single,4412,0,Y,No,14,3,2,80,0,16,1,3,15,13,Travel_Rarely,Sales,1,No
2,0,Master,Marketing,6324,3,Male,71,3,2,Sales Executive,4,Single,5541,0,Y,Yes,22,4,4,80,0,11,1,1,10,7,Travel_Rarely,Sales,21,No
1,3,Bachelor,Marketing,6346,3,Male,46,2,2,Sales Executive,3,Single,5844,1,Y,Yes,11,3,4,80,0,6,0,3,6,4,Travel_Rarely,Sales,5,Yes
1,7,College,Marketing,6364,3,Male,95,3,2,Sales Executive,2,Married,6246,0,Y,No,13,3,1,80,1,8,1,4,7,7,Non-Travel,Sales,22,No
1,0,Below College,Marketing,6371,2,Male,50,3,1,Sales Representative,3,Single,1775,1,Y,Yes,19,3,4,80,0,0,1,2,0,0,Travel_Rarely,Sales,22,Yes
3,1,Bachelor,Marketing,6378,3,Female,77,3,3,Sales Executive,4,Single,9308,3,Y,No,11,3,4,80,0,16,2,,2,2,Travel_Frequently,Sales,12,No
1,6,Phd,Marketing,6408,3,Male,94,3,3,Sales Executive,2,Married,7395,1,Y,No,13,3,1,80,2,10,2,3,10,8,Travel_Rarely,Sales,1,No
5,5,College,Marketing,6409,2,Male,34,3,2,Sales Representative,3,Married,2406,1,Y,Yes,20,4,4,80,1,13,2,,7,7,Travel_Rarely,Sales,6,No
4,7,Bachelor,Marketing,6411,2,Female,43,3,3,Sales Executive,4,Single,9098,1,Y,No,14,3,4,80,0,9,1,3,9,8,Travel_Frequently,Sales,8,No
3,11,Master,Marketing,6419,3,Male,67,2,3,Sales Executive,4,Married,10955,6,Y,No,11,3,1,80,1,15,1,2,12,11,Travel_Rarely,Sales,4,No
2,2,Master,Marketing,6420,3,Female,75,3,1,Sales Representative,3,Married,2331,5,Y,No,18,3,4,80,1,6,2,3,4,3,Travel_Frequently,Sales,2,No
16,7,College,Marketing,6448,2,Female,456,3,3,Sales Executive,1,Divorced,10553,1,Y,No,25,4,3,80,3,24,1,3,24,13,Travel_Rarely,Sales,1,No
1,2,College,Marketing,6452,2,Female,70,3,1,Sales Representative,2,Single,3240,1,Y,Yes,22,4,4,80,0,4,4,2,4,3,Travel_Rarely,Sales,20,Yes
2,9,Bachelor,Marketing,6487,2,Female,35,3,3,Sales Executive,4,Married,7739,1,Y,No,22,4,4,80,3,10,2,2,10,4,Travel_Rarely,Sales,27,Yes
1,1,Master,Marketing,6503,3,Female,52,2,2,Sales Executive,1,Single,6796,4,Y,No,15,3,3,80,0,9,4,2,6,3,Travel_Frequently,Sales,26,Yes
1,5,Bachelor,Marketing,6507,4,Female,52,3,2,Sales Executive,1,Married,6040,1,Y,No,14,3,4,80,1,16,3,3,6,2,Travel_Rarely,Sales,3,No
6,8,Master,Marketing,6515,1,Male,41,3,1,Sales Representative,4,Divorced,2893,3,Y,No,17,3,3,80,1,13,1,3,9,8,Travel_Frequently,Sales,4,No
1,8,Bachelor,Marketing,6518,3,Female,92,3,3,Sales Executive,3,Single,8889,1,Y,No,14,3,1,80,0,10,2,4,10,7,Travel_Frequently,Sales,1,No
2,9,Bachelor,Marketing,6531,4,Female,80,3,4,Manager,4,Married,16164,4,Y,Yes,22,4,3,80,1,22,2,3,17,13,Travel_Rarely,Sales,16,No
3,2,Master,Marketing,6537,3,Male,100,3,2,Sales Executive,4,Married,4565,0,Y,No,18,3,1,80,0,4,1,3,3,2,Non-Travel,Sales,26,No
1,2,College,Marketing,6553,4,Male,45,3,2,Sales Executive,4,Divorced,7031,1,Y,No,14,3,4,80,1,10,1,3,3,2,Travel_Rarely,Sales,20,No
3,2,Bachelor,Marketing,6603,4,Female,84,3,1,Sales Representative,2,Divorced,2889,1,Y,No,11,3,3,80,1,2,4,2,2,2,Travel_Frequently,Sales,5,No
8,4,Master,Marketing,6605,2,Male,48,2,2,Sales Executive,4,Single,5928,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,Travel_Rarely,Sales,4,Yes
5,8,Bachelor,Marketing,6608,3,Female,77,3,4,Sales Executive,2,Married,13625,4,Y,No,14,3,4,80,1,23,1,4,20,4,Travel_Frequently,Sales,26,No
7,9,Bachelor,Marketing,6610,3,Male,96,3,3,Sales Executive,2,Married,8120,0,Y,No,15,3,3,80,2,12,2,2,11,9,Travel_Rarely,Sales,16,No
2,7,Bachelor,Marketing,6642,4,Male,6778,3,2,Sales Executive,4,Divorced,7647,3,Y,No,12,3,4,80,3,13,2,3,7,7,Travel_Rarely,Sales,7,No
1,1,Bachelor,Marketing,6650,2,Male,46,2,2,Sales Executive,4,Single,4782,2,Y,No,14,3,3,80,0,9,5,2,7,7,Travel_Frequently,Sales,10,No
2,4,Below College,Marketing,6653,3,Male,73,3,2,Sales Executive,2,Married,6449,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,Non-Travel,Sales,1,No
2,2,Bachelor,Marketing,6660,4,Female,30,2,2,Sales Executive,3,Divorced,6218,1,Y,No,13,3,3,80,3,10,1,3,10,9,Travel_Rarely,Sales,5,No
1,7,Master,Marketing,6662,2,Female,56,3,2,Sales Executive,2,Married,6314,1,Y,No,18,3,1,80,1,8,2,3,8,7,Travel_Rarely,Sales,8,No
2,7,Below College,Marketing,6667,4,Female,39,2,2,Sales Executive,2,Divorced,8368,1,Y,Yes,14,3,1,80,2,7,1,3,7,7,Travel_Rarely,Sales,10,No
1,0,Bachelor,Marketing,6689,2,Female,34,3,1,Sales Representative,3,Single,2951,1,Y,Yes,13,3,2,80,0,1,1,3,1,0,Travel_Rarely,Sales,5,Yes
8,7,Bachelor,Marketing,6692,1,Male,56,3,2,Sales Executive,2,Single,9455,1,Y,No,18,3,3,80,0,8,4,3,8,7,Travel_Frequently,Sales,4,Yes
2,0,College,Marketing,6696,3,Male,68,2,2,Sales Executive,3,Married,6480,1,Y,Yes,12,3,1,80,2,8,5,3,6,4,Travel_Rarely,Sales,22,Yes
1,4,Bachelor,Marketing,6706,1,Male,67,4,2,Sales Executive,4,Single,5404,7,Y,Yes,13,3,2,80,0,9,2,2,5,2,Non-Travel,Sales,19,Yes
1,3,Master,Marketing,6711,4,Female,77,3,2,Sales Executive,3,Divorced,4360,1,Y,Yes,12,3,4,80,1,5,1,,5,2,Travel_Rarely,Sales,10,No
2,3,College,Marketing,6720,4,Female,46,3,2,Sales Executive,2,Divorced,5815,6,Y,No,12,3,3,80,2,8,4,3,5,4,Travel_Rarely,Sales,2,No
2,2,Master,Marketing,6727,3,Female,72,3,2,Sales Executive,3,Married,6638,8,Y,No,15,3,1,80,1,6,2,,3,2,Non-Travel,Sales,4,No
1,7,Bachelor,Marketing,6738,2,Male,49,4,3,Sales Executive,1,Married,8492,1,Y,No,16,3,3,80,1,10,1,3,10,7,Travel_Rarely,Sales,1,No
2,0,College,Marketing,6759,2,Female,33,1,1,Sales Representative,3,Divorced,2451,0,Y,No,16,3,4,80,1,3,2,2,2,2,Travel_Frequently,Sales,6,Yes
1,0,Bachelor,Marketing,6772,1,Male,56,2,4,Manager,4,Divorced,14218,2,Y,No,12,3,3,80,1,32,2,2,1,0,Travel_Rarely,Sales,29,No
14,11,Bachelor,Marketing,6777,3,Female,80,2,3,Sales Executive,1,Married,10366,3,Y,No,19,3,4,80,0,22,4,4,18,13,Travel_Frequently,Sales,28,No
2,2,Bachelor,Marketing,6784,3,Female,94,2,3,Sales Executive,4,Married,9171,1,Y,Yes,19,3,3,80,1,15,2,3,3,2,Travel_Rarely,Sales,10,No
2,2,Below College,Marketing,6789,4,Male,57,3,1,Sales Representative,2,Single,3083,0,Y,No,14,3,1,80,0,4,2,3,3,2,Travel_Rarely,Sales,7,No
7,7,Phd,Marketing,6799,2,Female,3,3,2,Sales Executive,4,Married,4151,1,Y,No,14,3,1,80,1,14,1,3,9,7,Travel_Rarely,Sales,2,No
7,9,Bachelor,Marketing,6804,2,Male,85,3,2,Sales Executive,3,Married,4817,8,Y,No,11,3,3,80,0,15,1,3,11,9,Travel_Rarely,Sales,1,No
1,0,Bachelor,Marketing,6818,2,Male,69,3,1,Sales Representative,2,Single,1978,1,Y,Yes,14,3,4,80,0,0,2,3,0,0,Travel_Frequently,Sales,5,Yes
2,4,College,Marketing,6845,1,Male,66,3,2,Sales Executive,2,Married,6372,1,Y,No,20,4,4,80,2,6,4,4,5,3,Travel_Rarely,Sales,28,No
2,0,Bachelor,Marketing,6860,4,Male,75,3,2,Sales Executive,3,Married,9702,3,Y,Yes,11,3,3,80,1,17,2,2,3,0,Travel_Rarely,Sales,2,No
1,2,Below College,Marketing,6871,3,Male,85,3,1,Sales Representative,1,Divorced,3141,0,Y,No,11,3,2,80,1,5,2,3,4,3,Travel_Rarely,Sales,2,Yes
2,2,Master,Marketing,6881,3,Male,39,3,2,Sales Executive,3,Divorced,7204,0,Y,No,12,3,4,80,0,6,2,3,5,0,Travel_Rarely,Sales,8,No
1,5,Master,Marketing,6913,4,Female,46,2,2,Sales Executive,4,Single,4128,0,Y,No,20,4,1,80,0,8,1,3,7,7,Travel_Rarely,Sales,7,No
3,2,Below College,Marketing,6916,2,Male,56,4,2,Sales Executive,2,Married,8220,2,Y,No,12,3,4,80,0,12,2,3,2,2,Travel_Rarely,Sales,2,No
1,8,Bachelor,Marketing,6926,4,Male,55,3,2,Sales Executive,4,Single,5496,1,Y,No,12,3,4,80,0,10,1,,10,7,Travel_Rarely,Sales,10,No
2,7,Master,Marketing,6932,4,Male,42,3,2,Sales Executive,1,Single,5060,1,Y,No,12,3,4,80,0,20,1,3,7,7,Travel_Rarely,Sales,14,No
3,2,Master,Marketing,6936,1,Male,84,3,2,Sales Executive,1,Single,5505,7,Y,No,14,3,4,80,0,10,0,3,2,2,Travel_Rarely,Sales,16,No
3,2,Master,Marketing,6942,4,Male,54,3,1,Sales Representative,2,Married,3975,6,Y,No,15,3,4,80,1,4,1,3,2,2,Travel_Rarely,Sales,8,No
8,7,Phd,Marketing,6951,3,Male,99,3,2,Sales Executive,4,Divorced,5404,6,Y,No,23,4,4,80,1,10,1,2,8,7,Travel_Rarely,Sales,27,No
3,2,Bachelor,Marketing,6970,4,Male,83,3,1,Sales Representative,2,Divorced,2397,1,Y,No,14,3,4,80,2,2,1,3,2,2,Travel_Rarely,Sales,10,No
2,16,Master,Marketing,6980,3,Male,31,2,4,Manager,1,Married,16956,1,Y,No,11,3,1,80,0,34,2,4,34,6,Travel_Rarely,Sales,3,No
2,1,Below College,Marketing,7004,3,Male,84,3,2,Sales Executive,4,Married,4442,0,Y,No,19,3,2,80,1,5,2,3,4,2,Travel_Frequently,Sales,8,No
1,2,Bachelor,Marketing,7023,1,Female,9900,3,2,Sales Executive,1,Single,5424,4,Y,No,15,3,3,80,0,6,2,3,3,2,Travel_Rarely,Sales,16,Yes
8,7,Bachelor,Marketing,7044,3,Female,43,3,3,Sales Executive,4,Married,7754,1,Y,No,18,3,1,80,2,9,2,4,9,8,Travel_Rarely,Sales,11,Yes
8,5,Master,Marketing,7050,2,Female,81,3,2,Sales Executive,2,Married,4879,1,Y,Yes,20,4,1,80,0,8,1,3,8,7,Travel_Rarely,Sales,2,No
5,17,Master,Marketing,7055,1,Female,66,3,4,Manager,3,Married,16407,1,Y,No,14,3,3,80,1,29,1,2,20,6,Travel_Rarely,Sales,26,No
1,4,College,Marketing,7066,1,Female,78,2,3,Sales Executive,4,Married,11034,6,Y,Yes,18,3,4,80,1,35,2,3,5,2,Travel_Rarely,Sales,7,No
1,2,Bachelor,Marketing,7068,4,Male,74,3,3,Sales Executive,1,Divorced,10861,3,Y,Yes,12,3,3,80,1,18,1,3,5,4,Travel_Rarely,Sales,9,No
1,0,Master,Marketing,7072,4,Male,66,2,2,Sales Executive,3,Divorced,6434,3,Y,No,19,3,4,80,2,9,1,3,1,0,Travel_Rarely,Sales,16,No
1,3,Below College,Marketing,7089,3,Male,87,2,2,Sales Executive,1,Married,4356,1,Y,No,12,3,1,80,0,5,0,4,5,2,Travel_Rarely,Sales,4,No
2,2,Bachelor,Marketing,7097,2,Male,98,2,1,Sales Representative,2,Married,2999,0,Y,No,19,3,4,80,1,3,2,3,2,2,Travel_Rarely,Sales,9,No
3,2,Bachelor,Marketing,7101,1,Male,73,3,4,Sales Executive,4,Married,11936,4,Y,No,14,3,3,80,1,28,2,3,2,0,Travel_Rarely,Sales,8,No
8,7,College,Marketing,7107,3,Female,35,3,2,Sales Executive,4,Married,4637,0,Y,Yes,22,4,1,80,1,8,1,3,7,6,Travel_Rarely,Sales,2,No
1,0,College,Marketing,7151,4,Female,45,3,2,Sales Executive,3,Married,7032,1,Y,No,13,3,4,80,1,9,1,2,9,8,Non-Travel,Sales,20,No
1,0,College,Marketing,7156,3,Male,36,2,1,Sales Representative,2,Married,2513,1,Y,Yes,18,3,3,80,3,1,1,3,1,0,Travel_Rarely,Sales,19,Yes
1,0,Master,Marketing,7158,1,Male,67,2,3,Sales Executive,2,Divorced,9805,1,Y,No,12,3,2,80,1,11,1,2,1,0,Travel_Rarely,Sales,10,No
1,0,College,Marketing,7233,4,Male,90,3,5,Manager,3,Married,18403,5,Y,No,13,3,2,80,0,21,2,4,1,0,Travel_Rarely,Sales,5,No
7,9,Below College,Marketing,7242,1,Female,57,1,5,Manager,4,Married,19945,1,Y,No,15,3,4,80,1,33,2,,32,14,Travel_Rarely,Sales,2,Yes
1,9,Master,Marketing,7251,2,Male,75,4,2,Sales Executive,4,Divorced,9825,0,Y,No,11,3,4,80,1,16,1,2,15,1,Travel_Rarely,Sales,1,No
7,12,Bachelor,Marketing,7254,3,Female,38,2,3,Sales Executive,2,Married,7625,1,Y,No,12,3,1,80,1,30,1,3,15,7,Travel_Frequently,Sales,2,No
8,5,Bachelor,Marketing,7270,3,Male,74,3,2,Sales Executive,1,Married,8496,1,Y,No,14,3,2,80,1,8,2,2,7,7,Travel_Rarely,Sales,26,No
1,2,Bachelor,Marketing,7281,4,Female,54,3,1,Sales Representative,4,Single,2423,1,Y,Yes,14,3,2,80,0,2,2,3,2,2,Travel_Frequently,Sales,9,Yes
3,7,Master,Marketing,7323,1,Male,73,2,3,Sales Executive,3,Divorced,8840,0,Y,Yes,14,3,2,80,2,9,1,3,8,7,Travel_Rarely,Sales,10,No
5,9,Below College,Marketing,7328,1,Male,52,3,4,Manager,3,Married,17565,2,Y,No,12,3,4,80,1,23,2,3,12,9,Travel_Rarely,Sales,3,No
1,0,College,Marketing,7329,4,Male,32,3,3,Sales Executive,2,Single,7451,6,Y,No,16,3,3,80,0,10,1,3,1,0,Travel_Rarely,Sales,2,No
1,2,College,Marketing,7341,4,Male,54,3,2,Sales Executive,4,Divorced,5068,1,Y,No,11,3,4,80,1,5,2,3,5,2,Travel_Frequently,Sales,11,No
1,3,Master,Marketing,7361,1,Female,11,3,2,Sales Executive,1,Single,8324,0,Y,Yes,17,3,1,80,0,6,2,3,5,2,Travel_Rarely,Sales,9,Yes
2,5,Master,Marketing,7375,2,Male,45,3,2,Sales Executive,1,Single,5255,6,Y,No,13,3,4,80,0,9,2,4,6,4,Travel_Rarely,Sales,4,No
2,4,Bachelor,Marketing,7383,1,Male,72,2,2,Sales Executive,3,Married,6678,1,Y,No,18,3,1,80,1,10,2,3,10,3,Travel_Rarely,Sales,10,No
2,3,Bachelor,Marketing,7392,1,Female,85,1,2,Sales Executive,3,Single,5446,7,Y,No,13,3,2,80,0,7,1,2,4,3,Travel_Rarely,Sales,9,Yes
16,9,Bachelor,Marketing,7408,3,Female,69,3,4,Manager,1,Married,17148,7,Y,No,23,4,1,80,0,28,1,3,26,15,Travel_Rarely,Sales,2,No
3,2,Bachelor,Marketing,7430,1,Male,43,4,1,Sales Representative,4,Single,2778,1,Y,No,17,3,4,80,0,2,1,3,2,1,Travel_Rarely,Sales,21,No
2,9,Master,Marketing,7437,2,Male,3,4,2,Sales Executive,4,Divorced,5320,0,Y,Yes,18,3,2,80,1,12,2,3,11,7,Travel_Rarely,Sales,7,No
5,12,College,Marketing,7447,3,Female,78,2,3,Sales Executive,4,Married,10477,3,Y,Yes,11,3,2,80,1,16,5,2,13,2,Non-Travel,Sales,8,No
4,10,Bachelor,Marketing,7471,2,Male,88,3,5,Manager,2,Married,18313,6,Y,No,11,3,3,80,1,26,4,3,22,9,Travel_Rarely,Sales,5,No
1,8,Phd,Marketing,7472,4,Male,82,4,3,Sales Executive,3,Divorced,8480,0,Y,Yes,14,3,4,80,2,10,2,3,9,8,Travel_Rarely,Sales,10,No
2,11,Bachelor,Marketing,7481,1,Female,94,1,5,Manager,2,Single,18924,1,Y,Yes,16,3,1,80,0,26,1,3,24,10,Travel_Rarely,Sales,2,Yes
1,8,College,Marketing,7484,4,Female,33,2,5,Manager,2,Married,18889,1,Y,No,14,3,3,80,1,26,1,3,11,4,Travel_Rarely,Sales,4,No
1,2,Bachelor,Marketing,7485,3,Female,86,3,2,Sales Executive,1,Single,4638,0,Y,Yes,12,3,4,80,0,4,2,3,3,2,Travel_Rarely,Sales,2,No
16,17,Master,Marketing,7497,4,Female,56,2,3,Sales Executive,4,Single,10331,2,Y,No,14,3,4,80,0,23,2,4,21,7,Travel_Rarely,Sales,4,No
2,0,Master,Marketing,7522,4,Male,57,2,3,Sales Executive,2,Single,9194,1,Y,Yes,12,3,3,80,0,9,1,3,5,4,Travel_Rarely,Sales,25,Yes
2,7,Bachelor,Marketing,7553,3,Female,66,3,2,Sales Executive,1,Divorced,4203,0,Y,No,17,3,4,80,1,10,1,3,9,3,Travel_Frequently,Sales,1,No
7,13,Bachelor,Marketing,7566,1,Female,83,4,2,Sales Executive,1,Married,4739,1,Y,No,16,3,4,80,1,17,1,2,15,7,Travel_Frequently,Sales,7,No
4,8,Master,Marketing,7576,1,Male,85,4,4,Sales Executive,3,Single,13795,5,Y,Yes,17,3,3,80,0,24,1,2,19,7,Travel_Rarely,Sales,13,Yes
4,2,Master,Marketing,7584,4,Female,67,3,2,Sales Executive,3,Married,4714,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,Travel_Frequently,Sales,18,Yes
4,2,Bachelor,Marketing,7595,2,Male,52,3,3,Sales Executive,2,Married,10696,1,Y,No,11,3,2,80,0,14,4,3,4,2,Travel_Frequently,Sales,2,No
2,2,Below College,Marketing,7600,3,Male,36,3,2,Sales Executive,2,Married,4178,0,Y,Yes,13,3,1,80,3,4,2,2,3,2,Travel_Rarely,Sales,2,No
5,4,Bachelor,Marketing,7607,4,Female,98,2,2,Sales Executive,4,Married,5869,1,Y,Yes,11,3,4,80,0,6,2,3,6,2,Travel_Rarely,Sales,10,No
1,1,Master,Marketing,7629,1,Female,99,3,2,Sales Executive,2,Single,9378,2,Y,Yes,16,3,4,80,0,15,2,3,5,4,Travel_Rarely,Sales,3,No
1,2,Master,Marketing,7632,4,Female,73,3,2,Sales Executive,1,Divorced,4879,6,Y,No,14,3,2,80,2,8,2,3,3,2,Travel_Rarely,Sales,7,No
1,2,Master,Marketing,7640,3,Female,98,2,2,Sales Executive,1,Married,5747,3,Y,No,13,3,1,80,2,11,2,2,3,2,Travel_Rarely,Sales,16,No
1,3,Phd,Marketing,7650,4,Male,97,3,2,Sales Executive,4,Married,9304,3,Y,No,12,3,3,80,1,7,2,2,4,3,Travel_Rarely,Sales,7,No
5,3,Bachelor,Marketing,7661,1,Male,52,3,3,Sales Executive,4,Divorced,10196,3,Y,No,11,3,1,80,1,28,0,4,7,7,Travel_Rarely,Sales,9,Yes
3,2,Bachelor,Marketing,7670,1,Male,96,3,2,Sales Executive,1,Divorced,5586,3,Y,No,11,3,1,80,3,15,2,3,2,2,Travel_Rarely,Sales,7,No
1,0,Phd,Marketing,7685,1,Female,79,3,2,Sales Executive,3,Married,4868,6,Y,No,12,3,3,80,1,11,3,2,1,0,Travel_Frequently,Sales,1,No
3,13,Phd,Marketing,7782,3,Male,60,2,5,Manager,4,Married,19686,1,Y,No,21,4,3,80,1,36,2,3,36,6,Travel_Rarely,Sales,26,No
1,0,Bachelor,Marketing,7795,3,Male,59,3,5,Manager,3,Married,19431,3,Y,Yes,16,3,3,80,1,27,1,3,1,0,Travel_Rarely,Sales,9,No
5,5,Bachelor,Marketing,7816,1,Male,52,2,2,Sales Executive,1,Married,4485,1,Y,No,15,3,1,80,1,10,1,3,10,7,Non-Travel,Sales,26,No
9,7,Bachelor,Marketing,7912,4,Male,35,3,3,Sales Executive,3,Single,9341,1,Y,No,12,3,2,80,0,10,2,3,10,8,Travel_Rarely,Sales,6,No
1,0,Master,Marketing,7935,3,Male,87,3,2,Sales Executive,2,Married,5078,6,Y,No,11,3,4,80,1,4,2,1,1,0,Non-Travel,Sales,2,No
3,2,Phd,Marketing,7937,2,Male,96,2,2,Sales Executive,1,Divorced,6234,4,Y,Yes,13,3,2,80,3,16,2,,2,2,Travel_Rarely,Sales,13,Yes
3,2,Bachelor,Marketing,7956,2,Female,52,1,1,Sales Representative,2,Single,2860,1,Y,No,13,3,3,80,0,2,2,3,2,2,Travel_Rarely,Sales,9,Yes
2,7,College,Marketing,7958,3,Male,94,2,3,Sales Executive,1,Divorced,7240,1,Y,No,11,3,1,80,1,12,1,3,7,7,Travel_Rarely,Sales,15,No
2,7,Bachelor,Marketing,7960,4,Female,62,3,2,Sales Executive,2,Single,5247,7,Y,No,15,3,4,80,0,13,1,2,11,7,Non-Travel,Sales,2,No
1,4,Master,Marketing,7961,4,Female,80,3,2,Sales Executive,4,Single,4607,2,Y,No,12,3,3,80,0,8,0,,5,1,Travel_Rarely,Sales,11,No
1,0,Master,Marketing,7965,1,Male,70,3,3,Sales Executive,3,Married,8261,1,Y,No,13,3,1,80,3,10,1,3,1,0,Travel_Rarely,Sales,16,Yes
2,0,Below College,Marketing,7984,2,Male,31,3,1,Sales Representative,2,Single,2779,1,Y,No,13,3,2,80,0,1,2,3,1,0,Travel_Rarely,Sales,7,Yes
6,7,Master,Marketing,7988,1,Female,91,2,2,Sales Executive,4,Married,5568,1,Y,No,14,3,1,80,2,13,2,3,12,7,Travel_Rarely,Sales,29,No
1,3,College,Marketing,7991,2,Male,46,2,2,Sales Executive,2,Married,4289,1,Y,No,14,3,1,80,2,5,1,3,5,2,Travel_Rarely,Sales,9,No
14,5,Below College,Marketing,8019,3,Female,81,3,3,Sales Executive,3,Divorced,10547,0,Y,Yes,13,3,4,80,1,23,2,4,22,14,Travel_Rarely,Sales,4,No
3,2,Master,Marketing,8037,1,Female,68,3,3,Sales Executive,1,Married,9737,1,Y,No,14,3,4,80,2,9,2,3,3,2,Travel_Frequently,Sales,7,No
1,3,Master,Marketing,8039,2,Female,77,1,2,Sales Representative,4,Married,5505,1,Y,Yes,20,4,1,80,2,20,3,2,4,2,Travel_Rarely,Sales,2,No
1,0,Master,Marketing,8057,4,Male,79,3,2,Sales Executive,4,Single,4748,7,Y,No,13,3,3,80,0,4,1,4,0,0,Travel_Frequently,Sales,10,No
3,2,Master,Marketing,8066,3,Male,82,2,2,Sales Executive,2,Single,10007,6,Y,Yes,12,3,3,80,0,7,2,2,2,2,Travel_Rarely,Sales,2,Yes
2,3,College,Marketing,8112,3,Male,33,2,2,Sales Executive,2,Married,5607,1,Y,No,16,3,3,80,2,12,0,1,4,2,Travel_Rarely,Sales,17,No
2,4,Bachelor,Marketing,8113,3,Female,54,3,2,Sales Executive,2,Married,4493,4,Y,No,21,4,3,80,1,14,2,3,5,4,Travel_Rarely,Sales,8,No
1,9,Master,Marketing,8128,2,Male,43,3,2,Sales Executive,3,Single,5587,1,Y,No,14,3,2,80,0,10,1,,10,4,Travel_Rarely,Sales,10,No
3,2,College,Marketing,8137,2,Female,84,3,2,Sales Executive,3,Single,9954,2,Y,Yes,11,3,4,80,0,6,0,3,2,0,Travel_Rarely,Sales,13,Yes
1,0,Phd,Marketing,8139,4,Female,89,2,2,Sales Executive,1,Married,5480,3,Y,No,16,3,3,80,1,6,2,3,0,0,Travel_Rarely,Sales,11,No
1,0,Master,Marketing,8147,2,Male,77,3,2,Sales Executive,4,Divorced,5187,2,Y,Yes,12,3,3,80,2,14,3,3,0,0,Travel_Rarely,Sales,12,No
